BinStart,BinEnd,AvgCurrent_mA
2406300,2406400,81.66666666666667
2406400,2406500,240.0
2406800,2406900,240.0
2407200,2407300,45.0
2407300,2407400,136.25
2407400,2407500,68.75
2407500,2407600,175.0
2407600,2407700,140.0
2407700,2407800,240.0
2408100,2408200,240.0
2408600,2408700,240.0
2409000,2409100,76.66666666666667
2409100,2409200,240.0
2409500,2409600,112.5
2409600,2409700,130.0
2410100,2410200,105.0
2410200,2410300,143.33333333333334
2410300,2410400,135.0
2410400,2410500,146.66666666666666
2410900,2411000,121.25
2411400,2411500,240.0
2411800,2411900,240.0
2412200,2412300,240.0
2412700,2412800,121.25
2413100,2413200,45.0
2413200,2413300,100.0
2413300,2413400,240.0
2413700,2413800,240.0
2414100,2414200,45.0
2414200,2414300,130.0
2414700,2414800,112.5
2414800,2414900,130.0
2415200,2415300,45.0
2415300,2415400,171.0
2415400,2415500,76.66666666666667
2415500,2415600,128.75
2415600,2415700,240.0
2416000,2416100,45.0
2416100,2416200,168.0
2416200,2416300,176.25
2416300,2416400,100.0
2416400,2416500,240.0
2416800,2416900,45.0
2416900,2417000,136.25
2417000,2417100,130.0
2417100,2417200,175.0
2417200,2417300,165.0
2417300,2417400,136.25
2417400,2417500,81.66666666666667
2417500,2417600,45.0
2417600,2417700,32.5
2417700,2417800,155.0
2418100,2418200,45.0
2418200,2418300,172.5
2418300,2418400,147.5
2418800,2418900,45.0
2418900,2419000,130.0
2419300,2419400,240.0
2419800,2419900,240.0
2420200,2420300,112.5
2420300,2420400,177.0
2420400,2420500,130.0
2420900,2421000,240.0
2421300,2421400,112.5
2421400,2421500,130.0
2421800,2421900,240.0
2422300,2422400,240.0
2422700,2422800,45.0
2422800,2422900,172.5
2422900,2423000,172.5
2423000,2423100,170.0
2423100,2423200,32.5
2423200,2423300,172.5
2423300,2423400,139.0
2423400,2423500,45.0
2423500,2423600,102.5
2423600,2423700,92.5
2423700,2423800,130.0
2423800,2423900,146.66666666666666
2424300,2424400,105.0
2424400,2424500,146.66666666666666
2425000,2425100,153.0
2425100,2425200,76.66666666666667
2425200,2425300,126.66666666666667
2425300,2425400,45.0
2425400,2425500,176.25
2425500,2425600,174.0
2425600,2425700,130.0
2426000,2426100,240.0
2426500,2426600,105.0
2426600,2426700,180.0
2426700,2426800,102.5
2426800,2426900,146.66666666666666
2427300,2427400,142.5
2427400,2427500,130.0
2427900,2428000,32.5
2428000,2428100,150.0
2428100,2428200,132.5
2428200,2428300,142.5
2428300,2428400,100.0
2428400,2428500,152.5
2428500,2428600,160.0
2429000,2429100,240.0
2429400,2429500,125.0
2429500,2429600,146.66666666666666
2430000,2430100,240.0
2430400,2430500,76.66666666666667
2430500,2430600,240.0
2430900,2431000,240.0
2431300,2431400,240.0
2431800,2431900,240.0
2432200,2432300,240.0
2432600,2432700,240.0
2433100,2433200,240.0
2433500,2433600,240.0
2433900,2434000,240.0
2434400,2434500,240.0
2434800,2434900,112.5
2434900,2435000,132.5
2435000,2435100,32.5
2435100,2435200,125.0
2435200,2435300,92.5
2435300,2435400,240.0
2435700,2435800,135.0
2435800,2435900,139.0
2435900,2436000,240.0
2436300,2436400,105.0
2436400,2436500,81.66666666666667
2436500,2436600,175.0
2436600,2436700,180.0
2436700,2436800,76.66666666666667
2436800,2436900,165.0
2436900,2437000,136.25
2437000,2437100,240.0
2437400,2437500,240.0
2437800,2437900,105.0
2437900,2438000,102.5
2438000,2438100,172.5
2438100,2438200,157.0
2438600,2438700,240.0
2439000,2439100,142.5
2439100,2439200,146.66666666666666
2439600,2439700,146.25
2439700,2439800,20.0
2439800,2439900,138.75
2439900,2440000,32.5
2440000,2440100,130.0
2440500,2440600,130.0
2440600,2440700,174.0
2440700,2440800,175.0
2440800,2440900,81.66666666666667
2440900,2441000,76.66666666666667
2441000,2441100,106.25
2441100,2441200,116.66666666666667
2441200,2441300,76.66666666666667
2441300,2441400,144.0
2441400,2441500,147.5
2441900,2442000,112.5
2442000,2442100,174.0
2442100,2442200,175.0
2442200,2442300,102.5
2442300,2442400,81.66666666666667
2442400,2442500,151.0
2442900,2443000,125.0
2443000,2443100,180.0
2443100,2443200,136.25
2443200,2443300,240.0
2443600,2443700,240.0
2444100,2444200,240.0
2444500,2444600,240.0
2444900,2445000,240.0
2445400,2445500,150.0
2445500,2445600,177.0
2445600,2445700,121.66666666666667
2445700,2445800,240.0
2446100,2446200,112.5
2446200,2446300,168.75
2446300,2446400,155.0
2446800,2446900,240.0
2447200,2447300,240.0
2447600,2447700,105.0
2447700,2447800,130.0
2448100,2448200,45.0
2448200,2448300,20.0
2448300,2448400,142.5
2448400,2448500,171.42857142857142
2448500,2448600,139.0
2448600,2448700,240.0
2449000,2449100,45.0
2449100,2449200,100.0
2449200,2449300,32.5
2449300,2449400,105.0
2449400,2449500,76.66666666666667
2449500,2449600,136.25
2449600,2449700,138.75
2449700,2449800,81.66666666666667
2449800,2449900,146.66666666666666
2450200,2450300,45.0
2450300,2450400,121.0
2450400,2450500,173.57142857142858
2450500,2450600,165.0
2450600,2450700,81.66666666666667
2450700,2450800,172.5
2450800,2450900,176.25
2450900,2451000,172.5
2451000,2451100,130.0
2451400,2451500,45.0
2451500,2451600,177.0
2451600,2451700,140.0
2451700,2451800,240.0
2452200,2452300,144.0
2452300,2452400,146.66666666666666
2452800,2452900,112.5
2452900,2453000,20.0
2453000,2453100,130.0
2453100,2453200,180.0
2453200,2453300,116.66666666666667
2453300,2453400,146.25
2453400,2453500,81.66666666666667
2453500,2453600,20.0
2453600,2453700,68.75
2453700,2453800,180.0
2453800,2453900,172.5
2453900,2454000,130.0
2454300,2454400,105.0
2454400,2454500,172.5
2454500,2454600,136.25
2454600,2454700,240.0
2455000,2455100,240.0
2455400,2455500,240.0
2455900,2456000,240.0
2456400,2456500,240.0
2456800,2456900,135.0
2456900,2457000,130.0
2457400,2457500,142.5
2457500,2457600,116.66666666666667
2457600,2457700,112.0
2457700,2457800,135.0
2457800,2457900,160.0
2458300,2458400,135.0
2458400,2458500,168.75
2458500,2458600,81.66666666666667
2458600,2458700,102.5
2458700,2458800,145.83333333333334
2458800,2458900,240.0
2459200,2459300,45.0
2459300,2459400,121.66666666666667
2459400,2459500,240.0
2459800,2459900,240.0
2460200,2460300,45.0
2460300,2460400,147.5
2460800,2460900,240.0
2461300,2461400,105.0
2461400,2461500,170.0
2461500,2461600,176.25
2461600,2461700,168.75
2461700,2461800,172.5
2461800,2461900,121.0
2461900,2462000,121.66666666666667
2462000,2462100,144.0
2462100,2462200,170.0
2462200,2462300,130.0
2462600,2462700,240.0
2463100,2463200,125.0
2463200,2463300,121.66666666666667
2463300,2463400,240.0
2463700,2463800,240.0
2464100,2464200,240.0
2464500,2464600,240.0
2465000,2465100,240.0
2465400,2465500,135.0
2465500,2465600,136.25
2465600,2465700,32.5
2465700,2465800,240.0
2466100,2466200,125.0
2466200,2466300,116.66666666666667
2466300,2466400,144.0
2466400,2466500,151.25
2466900,2467000,240.0
2467300,2467400,130.0
2467400,2467500,177.0
2467500,2467600,165.0
2467600,2467700,141.66666666666666
2468100,2468200,240.0
2468500,2468600,125.0
2468600,2468700,121.66666666666667
2468700,2468800,138.75
2468800,2468900,171.0
2468900,2469000,76.66666666666667
2469000,2469100,170.0
2469100,2469200,145.0
2469200,2469300,32.5
2469300,2469400,240.0
2469700,2469800,105.0
2469800,2469900,126.66666666666667
2469900,2470000,240.0
2470300,2470400,105.0
2470400,2470500,32.5
2470500,2470600,147.5
2470900,2471000,240.0
2471400,2471500,240.0
2471800,2471900,240.0
2472200,2472300,45.0
2472300,2472400,130.0
2472800,2472900,240.0
2473200,2473300,105.0
2473300,2473400,130.0
2473800,2473900,106.25
2473900,2474000,102.5
2474000,2474100,81.66666666666667
2474100,2474200,240.0
2474500,2474600,45.0
2474600,2474700,180.0
2474700,2474800,76.66666666666667
2474800,2474900,172.5
2474900,2475000,180.0
2475000,2475100,148.33333333333334
2475100,2475200,130.0
2475200,2475300,130.0
2475600,2475700,240.0
2476000,2476100,240.0
2476500,2476600,240.0
2476900,2477000,240.0
2477300,2477400,240.0
2477800,2477900,45.0
2477900,2478000,126.66666666666667
2478000,2478100,240.0
2478400,2478500,240.0
2478900,2479000,240.0
2479300,2479400,240.0
2479700,2479800,45.0
2479800,2479900,106.25
2479900,2480000,106.25
2480000,2480100,100.0
2480100,2480200,240.0
2480600,2480700,240.0
2481000,2481100,105.0
2481100,2481200,102.5
2481200,2481300,157.0
2481700,2481800,240.0
2482100,2482200,105.0
2482200,2482300,175.0
2482300,2482400,171.0
2482400,2482500,92.5
2482500,2482600,36.666666666666664
2482600,2482700,102.5
2482700,2482800,145.0
2482800,2482900,32.5
2482900,2483000,32.5
2483000,2483100,240.0
2483400,2483500,240.0
2483800,2483900,240.0
2484200,2484300,45.0
2484300,2484400,165.0
2484400,2484500,146.66666666666666
2484900,2485000,240.0
2485300,2485400,240.0
2485700,2485800,240.0
2486100,2486200,240.0
2486600,2486700,240.0
2487000,2487100,240.0
2487500,2487600,135.0
2487600,2487700,100.0
2487700,2487800,240.0
2488100,2488200,105.0
2488200,2488300,151.0
2488700,2488800,240.0
2489100,2489200,45.0
2489200,2489300,128.75
2489300,2489400,240.0
2489700,2489800,45.0
2489800,2489900,98.75
2489900,2490000,168.75
2490000,2490100,177.5
2490100,2490200,81.66666666666667
2490200,2490300,115.0
2490300,2490400,175.0
2490400,2490500,174.0
2490500,2490600,130.0
2491000,2491100,105.0
2491100,2491200,28.333333333333332
2491200,2491300,240.0
2491600,2491700,240.0
2492100,2492200,112.5
2492200,2492300,121.66666666666667
2492300,2492400,240.0
2492800,2492900,240.0
2493200,2493300,45.0
2493300,2493400,81.66666666666667
2493400,2493500,81.66666666666667
2493500,2493600,141.66666666666666
2494000,2494100,240.0
2494400,2494500,240.0
2494900,2495000,102.5
2495000,2495100,240.0
2495400,2495500,45.0
2495500,2495600,116.66666666666667
2495600,2495700,240.0
2496000,2496100,112.5
2496100,2496200,126.66666666666667
2496200,2496300,240.0
2496600,2496700,240.0
2497100,2497200,240.0
2497500,2497600,130.0
2497600,2497700,172.5
2497700,2497800,130.0
2498200,2498300,105.0
2498300,2498400,106.25
2498400,2498500,172.5
2498500,2498600,130.0
2499000,2499100,45.0
2499100,2499200,76.66666666666667
2499200,2499300,175.0
2499300,2499400,170.0
2499400,2499500,180.0
2499500,2499600,76.66666666666667
2499600,2499700,175.0
2499700,2499800,151.25
2500100,2500200,45.0
2500200,2500300,130.0
2500600,2500700,45.0
2500700,2500800,141.66666666666666
2501200,2501300,240.0
2501600,2501700,112.5
2501700,2501800,106.25
2501800,2501900,180.0
2501900,2502000,102.5
2502000,2502100,146.66666666666666
2502500,2502600,240.0
2502900,2503000,240.0
2503300,2503400,240.0
2503700,2503800,45.0
2503800,2503900,116.66666666666667
2503900,2504000,240.0
2504400,2504500,112.5
2504500,2504600,168.0
2504600,2504700,172.5
2504700,2504800,62.5
2504800,2504900,240.0
2505200,2505300,112.5
2505300,2505400,146.66666666666666
2505700,2505800,45.0
2505800,2505900,100.0
2505900,2506000,240.0
2506300,2506400,45.0
2506400,2506500,126.66666666666667
2506500,2506600,240.0
2506900,2507000,240.0
2507300,2507400,240.0
2507800,2507900,146.25
2507900,2508000,176.25
2508000,2508100,136.25
2508100,2508200,36.666666666666664
2508200,2508300,176.25
2508300,2508400,155.0
2508800,2508900,240.0
2509200,2509300,130.0
2509300,2509400,130.0
2509800,2509900,142.5
2509900,2510000,128.75
2510000,2510100,32.5
2510100,2510200,240.0
2510500,2510600,112.5
2510600,2510700,130.0
2511100,2511200,133.0
2511600,2511700,36.666666666666664
2511700,2511800,140.0
2511800,2511900,240.0
2512200,2512300,135.0
2512300,2512400,147.5
2512800,2512900,240.0
2513200,2513300,45.0
2513300,2513400,171.0
2513400,2513500,81.66666666666667
2513500,2513600,165.0
2513600,2513700,106.25
2513700,2513800,170.0
2513800,2513900,20.0
2513900,2514000,240.0
2514300,2514400,240.0
2514700,2514800,45.0
2514800,2514900,165.0
2514900,2515000,151.25
2515400,2515500,240.0
2515800,2515900,240.0
2516300,2516400,240.0
2516700,2516800,240.0
2517100,2517200,45.0
2517200,2517300,136.25
2517300,2517400,36.666666666666664
2517400,2517500,172.5
2517500,2517600,141.66666666666666
2517900,2518000,45.0
2518000,2518100,180.0
2518100,2518200,180.0
2518200,2518300,141.66666666666666
2518700,2518800,240.0
2519100,2519200,240.0
2519600,2519700,240.0
2520000,2520100,240.0
2520400,2520500,45.0
2520500,2520600,180.0
2520600,2520700,130.0
2521100,2521200,240.0
2521500,2521600,240.0
2521900,2522000,240.0
2522400,2522500,81.66666666666667
2522500,2522600,240.0
2522900,2523000,45.0
2523000,2523100,168.0
2523100,2523200,170.0
2523200,2523300,102.5
2523300,2523400,174.0
2523400,2523500,171.0
2523500,2523600,130.0
2523900,2524000,45.0
2524000,2524100,92.5
2524100,2524200,240.0
2524500,2524600,240.0
2524900,2525000,112.5
2525000,2525100,176.25
2525100,2525200,102.5
2525200,2525300,165.0
2525300,2525400,130.0
2525700,2525800,45.0
2525800,2525900,126.66666666666667
2525900,2526000,240.0
2526300,2526400,240.0
2526700,2526800,45.0
2526800,2526900,81.66666666666667
2526900,2527000,126.66666666666667
2527000,2527100,106.25
2527100,2527200,150.0
2527200,2527300,177.0
2527300,2527400,171.0
2527400,2527500,141.66666666666666
2527800,2527900,240.0
2528300,2528400,45.0
2528400,2528500,172.5
2528500,2528600,172.5
2528600,2528700,130.0
2529100,2529200,157.5
2529200,2529300,62.5
2529300,2529400,240.0
2529700,2529800,45.0
2529800,2529900,130.0
2530200,2530300,240.0
2530700,2530800,105.0
2530800,2530900,146.66666666666666
2531200,2531300,240.0
2531700,2531800,135.0
2531800,2531900,174.0
2531900,2532000,142.0
2532000,2532100,240.0
2532400,2532500,45.0
2532500,2532600,98.75
2532600,2532700,146.66666666666666
2533100,2533200,240.0
2533500,2533600,240.0
2533900,2534000,240.0
2534400,2534500,138.75
2534500,2534600,174.0
2534600,2534700,121.66666666666667
2534700,2534800,240.0
2535100,2535200,45.0
2535200,2535300,106.25
2535300,2535400,165.0
2535400,2535500,146.66666666666666
2535800,2535900,240.0
2536300,2536400,240.0
2536700,2536800,240.0
2537200,2537300,240.0
2537600,2537700,240.0
2538100,2538200,130.0
2538200,2538300,100.0
2538300,2538400,101.66666666666667
2538700,2538800,45.0
2538800,2538900,32.5
2538900,2539000,145.0
2539000,2539100,240.0
2539400,2539500,32.5
2539500,2539600,240.0
2539900,2540000,240.0
2540400,2540500,240.0
2540800,2540900,45.0
2540900,2541000,76.66666666666667
2541000,2541100,155.0
2541500,2541600,138.75
2541600,2541700,81.66666666666667
2541700,2541800,118.0
2541800,2541900,165.0
2541900,2542000,121.66666666666667
2542000,2542100,240.0
2542400,2542500,125.0
2542500,2542600,130.0
2542900,2543000,45.0
2543000,2543100,20.0
2543100,2543200,240.0
2543600,2543700,240.0
2544000,2544100,45.0
2544100,2544200,76.66666666666667
2544200,2544300,168.0
2544300,2544400,100.0
2544400,2544500,135.0
2544500,2544600,177.0
2544600,2544700,126.66666666666667
2544700,2544800,240.0
2545200,2545300,240.0
2545600,2545700,240.0
2546000,2546100,240.0
2546500,2546600,105.0
2546600,2546700,140.0
2546700,2546800,112.5
2546800,2546900,180.0
2546900,2547000,121.0
2547000,2547100,130.0
2547400,2547500,45.0
2547500,2547600,170.0
2547600,2547700,165.0
2547700,2547800,151.25
2548200,2548300,240.0
2548600,2548700,130.0
2548700,2548800,130.0
2549100,2549200,45.0
2549200,2549300,165.0
2549300,2549400,130.0
2549800,2549900,102.5
2549900,2550000,121.25
2550400,2550500,240.0
2550900,2551000,240.0
2551300,2551400,135.0
2551400,2551500,175.0
2551500,2551600,171.0
2551600,2551700,168.0
2551700,2551800,81.66666666666667
2551800,2551900,102.5
2551900,2552000,98.75
2552000,2552100,62.5
2552100,2552200,240.0
2552500,2552600,240.0
2553000,2553100,101.66666666666667
2553500,2553600,102.5
2553600,2553700,68.75
2553700,2553800,81.66666666666667
2553800,2553900,147.5
2554300,2554400,240.0
2554700,2554800,240.0
2555100,2555200,45.0
2555200,2555300,92.5
2555300,2555400,240.0
2555700,2555800,45.0
2555800,2555900,148.33333333333334
2555900,2556000,144.0
2556000,2556100,172.5
2556100,2556200,130.0
2556600,2556700,112.5
2556700,2556800,141.66666666666666
2557100,2557200,45.0
2557200,2557300,20.0
2557300,2557400,240.0
2557700,2557800,105.0
2557800,2557900,146.66666666666666
2558200,2558300,240.0
2558700,2558800,240.0
2559200,2559300,125.0
2559300,2559400,172.5
2559400,2559500,151.25
2559900,2560000,240.0
2560300,2560400,45.0
2560400,2560500,165.0
2560500,2560600,172.5
2560600,2560700,121.0
2560700,2560800,146.66666666666666
2561200,2561300,240.0
2561600,2561700,112.5
2561700,2561800,165.0
2561800,2561900,130.0
2562200,2562300,240.0
2562600,2562700,240.0
2563100,2563200,125.0
2563200,2563300,175.0
2563300,2563400,76.66666666666667
2563400,2563500,81.66666666666667
2563500,2563600,175.0
2563600,2563700,130.0
2564000,2564100,240.0
2564500,2564600,240.0
2564900,2565000,240.0
2565400,2565500,240.0
2565800,2565900,240.0
2566300,2566400,76.66666666666667
2566400,2566500,240.0
2566800,2566900,142.5
2566900,2567000,175.0
2567000,2567100,130.0
2567400,2567500,45.0
2567500,2567600,130.0
2568000,2568100,240.0
2568400,2568500,45.0
2568500,2568600,126.66666666666667
2568600,2568700,240.0
2569000,2569100,240.0
2569400,2569500,240.0
2569900,2570000,101.66666666666667
2570400,2570500,76.66666666666667
2570500,2570600,130.0
2570600,2570700,130.0
2571000,2571100,112.5
2571100,2571200,177.0
2571200,2571300,151.25
2571700,2571800,135.0
2571800,2571900,146.66666666666666
2572200,2572300,240.0
2572700,2572800,240.0
2573100,2573200,240.0
2573500,2573600,112.5
2573600,2573700,132.5
2573700,2573800,240.0
2574100,2574200,240.0
2574600,2574700,240.0
2575000,2575100,240.0
2575400,2575500,240.0
2575900,2576000,105.0
2576000,2576100,32.5
2576100,2576200,81.66666666666667
2576200,2576300,175.0
2576300,2576400,106.25
2576400,2576500,130.0
2576800,2576900,45.0
2576900,2577000,76.66666666666667
2577000,2577100,180.0
2577100,2577200,177.0
2577200,2577300,146.66666666666666
2577700,2577800,76.66666666666667
2577800,2577900,125.0
2577900,2578000,175.0
2578000,2578100,139.0
2578100,2578200,144.0
2578200,2578300,106.25
2578300,2578400,160.0
2578700,2578800,45.0
2578800,2578900,180.0
2578900,2579000,76.66666666666667
2579000,2579100,175.0
2579100,2579200,118.0
2579200,2579300,76.66666666666667
2579300,2579400,175.0
2579400,2579500,146.66666666666666
2579800,2579900,45.0
2579900,2580000,92.5
2580000,2580100,240.0
2580500,2580600,240.0
2580900,2581000,105.0
2581000,2581100,106.25
2581100,2581200,102.5
2581200,2581300,180.0
2581300,2581400,130.0
2581700,2581800,240.0
2582200,2582300,45.0
2582300,2582400,155.0
2582800,2582900,240.0
2583200,2583300,240.0
2583600,2583700,240.0
2584100,2584200,36.666666666666664
2584200,2584300,170.0
2584300,2584400,174.0
2584400,2584500,116.66666666666667
2584500,2584600,240.0
2584900,2585000,45.0
2585000,2585100,175.0
2585100,2585200,170.0
2585200,2585300,132.5
2585300,2585400,240.0
2585800,2585900,240.0
2586200,2586300,240.0
2586700,2586800,240.0
2587100,2587200,130.0
2587200,2587300,130.0
2587600,2587700,240.0
2588100,2588200,240.0
2588500,2588600,112.5
2588600,2588700,146.66666666666666
2589000,2589100,240.0
2589500,2589600,240.0
2589900,2590000,112.5
2590000,2590100,132.5
2590100,2590200,240.0
2590500,2590600,112.5
2590600,2590700,172.5
2590700,2590800,121.66666666666667
2590800,2590900,240.0
2591200,2591300,240.0
2591600,2591700,240.0
2592100,2592200,240.0
2592500,2592600,112.5
2592600,2592700,126.66666666666667
2592700,2592800,112.5
2592800,2592900,106.25
2592900,2593000,102.5
2593000,2593100,106.25
2593100,2593200,136.0
2593200,2593300,240.0
2593700,2593800,142.5
2593800,2593900,155.0
2594300,2594400,240.0
2594700,2594800,240.0
2595200,2595300,240.0
2595600,2595700,135.0
2595700,2595800,130.0
2596100,2596200,240.0
2596600,2596700,240.0
2597000,2597100,76.66666666666667
2597100,2597200,98.75
2597200,2597300,240.0
2597600,2597700,45.0
2597700,2597800,20.0
2597800,2597900,147.5
2597900,2598000,32.5
2598000,2598100,100.0
2598100,2598200,81.66666666666667
2598200,2598300,142.5
2598300,2598400,140.0
2598400,2598500,240.0
2598800,2598900,130.0
2598900,2599000,175.0
2599000,2599100,32.5
2599100,2599200,100.0
2599200,2599300,135.0
2599300,2599400,171.0
2599400,2599500,32.5
2599500,2599600,165.0
2599600,2599700,172.5
2599700,2599800,32.5
2599800,2599900,172.5
2599900,2600000,106.25
2600000,2600100,141.66666666666666
2600500,2600600,240.0
2600900,2601000,240.0
2601300,2601400,240.0
2601800,2601900,102.5
2601900,2602000,135.0
2602000,2602100,130.0
2602500,2602600,138.75
2602600,2602700,175.0
2602700,2602800,174.0
2602800,2602900,180.0
2602900,2603000,20.0
2603000,2603100,105.0
2603100,2603200,121.66666666666667
2603200,2603300,45.0
2603300,2603400,180.0
2603400,2603500,172.5
2603500,2603600,147.5
2604000,2604100,105.0
2604100,2604200,180.0
2604200,2604300,176.25
2604300,2604400,128.75
2604400,2604500,76.66666666666667
2604500,2604600,81.66666666666667
2604600,2604700,112.5
2604700,2604800,32.5
2604800,2604900,121.66666666666667
2604900,2605000,72.5
2605000,2605100,180.0
2605100,2605200,155.0
2605600,2605700,117.5
2606100,2606200,135.0
2606200,2606300,165.0
2606300,2606400,146.66666666666666
2606700,2606800,240.0
2607200,2607300,240.0
2607600,2607700,105.0
2607700,2607800,175.0
2607800,2607900,168.75
2607900,2608000,167.5
2608000,2608100,141.66666666666666
2608500,2608600,130.0
2608600,2608700,81.66666666666667
2608700,2608800,126.66666666666667
2608800,2608900,240.0
2609200,2609300,45.0
2609300,2609400,171.0
2609400,2609500,146.66666666666666
2609900,2610000,240.0
2610300,2610400,125.0
2610400,2610500,130.0
2610800,2610900,240.0
2611300,2611400,130.0
2611400,2611500,76.66666666666667
2611500,2611600,76.66666666666667
2611600,2611700,146.66666666666666
2612000,2612100,45.0
2612100,2612200,175.0
2612200,2612300,81.66666666666667
2612300,2612400,168.75
2612400,2612500,165.0
2612500,2612600,92.5
2612600,2612700,81.66666666666667
2612700,2612800,240.0
2613100,2613200,142.5
2613200,2613300,140.0
2613300,2613400,240.0
2613700,2613800,240.0
2614200,2614300,240.0
2614600,2614700,98.75
2614800,2614900,112.5
2614900,2615000,86.0
2615000,2615100,240.0
2615400,2615500,45.0
2615500,2615600,136.25
2615600,2615700,240.0
2616000,2616100,130.0
2616100,2616200,32.5
2616200,2616300,172.5
2616300,2616400,102.5
2616400,2616500,172.5
2616500,2616600,146.66666666666666
2616900,2617000,240.0
2617400,2617500,240.0
2617800,2617900,240.0
2618200,2618300,240.0
2618700,2618800,240.0
2619100,2619200,32.5
2619200,2619300,36.666666666666664
2619300,2619400,172.5
2619400,2619500,62.5
2619500,2619600,130.0
2619600,2619700,102.5
2619700,2619800,141.66666666666666
2620200,2620300,91.0
2620300,2620400,175.0
2620400,2620500,148.0
2620500,2620600,240.0
2621000,2621100,240.0
2621400,2621500,240.0
2621800,2621900,45.0
2621900,2622000,151.25
2622400,2622500,112.5
2622500,2622600,130.0
2622900,2623000,125.0
2623000,2623100,176.25
2623100,2623200,176.25
2623200,2623300,130.0
2623700,2623800,117.5
2624200,2624300,76.66666666666667
2624300,2624400,240.0
2624700,2624800,45.0
2624800,2624900,172.5
2624900,2625000,155.0
2625400,2625500,240.0
2625800,2625900,105.0
2625900,2626000,102.5
2626000,2626100,130.0
2626500,2626600,142.5
2626600,2626700,76.66666666666667
2626700,2626800,81.66666666666667
2626800,2626900,175.71428571428572
2626900,2627000,172.5
2627000,2627100,141.66666666666666
2627500,2627600,102.5
2627600,2627700,240.0
2628000,2628100,240.0
2628400,2628500,240.0
2628900,2629000,240.0
2629300,2629400,105.0
2629400,2629500,130.0
2629900,2630000,240.0
2630400,2630500,45.0
2630500,2630600,130.0
2630900,2631000,45.0
2631000,2631100,168.75
2631100,2631200,116.66666666666667
2631200,2631300,146.25
2631300,2631400,175.0
2631400,2631500,165.0
2631500,2631600,106.25
2631600,2631700,76.66666666666667
2631700,2631800,28.333333333333332
2631800,2631900,146.25
2631900,2632000,172.5
2632000,2632100,116.66666666666667
2632100,2632200,240.0
2632500,2632600,45.0
2632600,2632700,165.0
2632700,2632800,28.333333333333332
2632800,2632900,135.0
2632900,2633000,20.0
2633000,2633100,36.666666666666664
2633100,2633200,172.5
2633200,2633300,81.66666666666667
2633300,2633400,100.0
2633400,2633500,112.5
2633500,2633600,102.5
2633600,2633700,121.66666666666667
2633700,2633800,81.66666666666667
2633800,2633900,45.0
2633900,2634000,76.66666666666667
2634000,2634100,140.0
2634100,2634200,105.0
2634200,2634300,175.0
2634300,2634400,126.66666666666667
2634400,2634500,240.0
2634800,2634900,240.0
2635200,2635300,45.0
2635300,2635400,146.66666666666666
2635800,2635900,240.0
2636200,2636300,240.0
2636600,2636700,45.0
2636700,2636800,180.0
2636800,2636900,102.5
2636900,2637000,170.0
2637000,2637100,146.66666666666666
2637500,2637600,45.0
2637600,2637700,121.66666666666667
2637700,2637800,240.0
2638100,2638200,45.0
2638200,2638300,112.0
2638300,2638400,176.25
2638400,2638500,123.33333333333333
2638500,2638600,170.0
2638600,2638700,171.0
2638700,2638800,106.25
2638800,2638900,130.0
2639200,2639300,45.0
2639300,2639400,180.0
2639400,2639500,28.333333333333332
2639500,2639600,240.0
2639900,2640000,105.0
2640000,2640100,172.5
2640100,2640200,130.0
2640600,2640700,118.0
2640700,2640800,240.0
2641200,2641300,240.0
2641600,2641700,76.66666666666667
2641700,2641800,240.0
2642200,2642300,240.0
2642600,2642700,240.0
2643100,2643200,240.0
2643500,2643600,240.0
2643900,2644000,240.0
2644400,2644500,240.0
2644800,2644900,112.5
2644900,2645000,130.0
2645400,2645500,240.0
2645800,2645900,240.0
2646300,2646400,240.0
2646700,2646800,76.66666666666667
2646800,2646900,142.5
2646900,2647000,132.5
2647000,2647100,72.5
2647100,2647200,170.0
2647200,2647300,130.0
2647700,2647800,81.66666666666667
2647800,2647900,130.0
2647900,2648000,142.0
2648000,2648100,240.0
2648400,2648500,240.0
2648800,2648900,240.0
2649300,2649400,240.0
2649800,2649900,150.0
2649900,2650000,130.0
2650300,2650400,240.0
2650800,2650900,240.0
2651200,2651300,130.0
2651300,2651400,106.25
2651400,2651500,140.0
2651500,2651600,240.0
2651900,2652000,125.0
2652000,2652100,20.0
2652100,2652200,240.0
2652600,2652700,101.66666666666667
2653100,2653200,76.66666666666667
2653200,2653300,240.0
2653600,2653700,240.0
2654000,2654100,105.0
2654100,2654200,171.0
2654200,2654300,116.66666666666667
2654300,2654400,142.5
2654400,2654500,168.75
2654500,2654600,146.66666666666666
2655000,2655100,240.0
2655400,2655500,45.0
2655500,2655600,92.5
2655600,2655700,240.0
2656000,2656100,240.0
2656400,2656500,45.0
2656500,2656600,146.66666666666666
2656900,2657000,45.0
2657000,2657100,106.25
2657100,2657200,130.0
2657500,2657600,240.0
2658000,2658100,240.0
2658400,2658500,105.0
2658500,2658600,180.0
2658600,2658700,92.5
2658700,2658800,240.0
2659100,2659200,135.0
2659200,2659300,112.0
2659300,2659400,146.66666666666666
2659700,2659800,240.0
2660200,2660300,105.0
2660300,2660400,136.25
2660400,2660500,240.0
2660800,2660900,45.0
2660900,2661000,130.0
2661300,2661400,240.0
2661700,2661800,240.0
2662200,2662300,32.5
2662300,2662400,125.0
2662400,2662500,171.0
2662500,2662600,130.0
