BinStart,BinEnd,AvgCurrent_mA
5934300,5934400,98.75
5934400,5934500,98.75
5934500,5934600,76.66666666666667
5934600,5934700,170.0
5934700,5934800,152.85714285714286
5934800,5934900,72.5
5934900,5935000,170.0
5935000,5935100,130.0
5935400,5935500,240.0
5935800,5935900,45.0
5935900,5936000,32.5
5936000,5936100,121.66666666666667
5936100,5936200,68.75
5936200,5936300,172.5
5936300,5936400,171.0
5936400,5936500,175.0
5936500,5936600,130.0
5936900,5937000,45.0
5937000,5937100,116.66666666666667
5937100,5937200,125.0
5937200,5937300,130.0
5937700,5937800,240.0
5938100,5938200,240.0
5938500,5938600,112.5
5938600,5938700,81.66666666666667
5938700,5938800,176.25
5938800,5938900,177.0
5938900,5939000,172.5
5939000,5939100,136.25
5939100,5939200,130.0
5939200,5939300,32.5
5939300,5939400,172.5
5939400,5939500,130.0
5939800,5939900,240.0
5940200,5940300,240.0
5940700,5940800,146.25
5940800,5940900,176.25
5940900,5941000,130.0
5941400,5941500,240.0
5941800,5941900,105.0
5941900,5942000,174.0
5942000,5942100,154.0
5942500,5942600,240.0
5942900,5943000,240.0
5943300,5943400,45.0
5943400,5943500,76.66666666666667
5943500,5943600,146.66666666666666
5943900,5944000,240.0
5944400,5944500,240.0
5944800,5944900,240.0
5945200,5945300,45.0
5945300,5945400,170.0
5945400,5945500,170.0
5945500,5945600,32.5
5945600,5945700,130.0
5946100,5946200,240.0
5946500,5946600,112.5
5946600,5946700,130.0
5947000,5947100,45.0
5947100,5947200,170.0
5947200,5947300,130.0
5947700,5947800,106.25
5947800,5947900,81.66666666666667
5947900,5948000,72.5
5948000,5948100,171.0
5948100,5948200,136.25
5948200,5948300,240.0
5948600,5948700,112.5
5948700,5948800,130.0
5949100,5949200,240.0
5949500,5949600,240.0
5950000,5950100,240.0
5950400,5950500,240.0
5950800,5950900,45.0
5950900,5951000,102.5
5951000,5951100,126.66666666666667
5951100,5951200,240.0
5951600,5951700,135.0
5951700,5951800,130.0
5952100,5952200,45.0
5952200,5952300,174.0
5952300,5952400,165.0
5952400,5952500,171.0
5952500,5952600,106.25
5952600,5952700,81.66666666666667
5952700,5952800,130.0
5953100,5953200,240.0
5953600,5953700,240.0
5954000,5954100,240.0
5954400,5954500,240.0
5954900,5955000,240.0
5955300,5955400,240.0
5955800,5955900,125.0
5955900,5956000,176.25
5956000,5956100,76.66666666666667
5956100,5956200,171.0
5956200,5956300,180.0
5956300,5956400,102.5
5956400,5956500,172.5
5956500,5956600,174.0
5956600,5956700,180.0
5956700,5956800,102.5
5956800,5956900,81.66666666666667
5956900,5957000,136.25
5957000,5957100,240.0
5957400,5957500,240.0
5957800,5957900,240.0
5958300,5958400,135.0
5958400,5958500,141.66666666666666
5958900,5959000,240.0
5959300,5959400,45.0
5959400,5959500,128.75
5959500,5959600,240.0
5959900,5960000,240.0
5960300,5960400,45.0
5960400,5960500,81.66666666666667
5960500,5960600,141.66666666666666
5961000,5961100,240.0
5961400,5961500,45.0
5961500,5961600,170.0
5961600,5961700,76.66666666666667
5961700,5961800,81.66666666666667
5961800,5961900,165.0
5961900,5962000,172.5
5962000,5962100,171.42857142857142
5962100,5962200,92.5
5962200,5962300,112.5
5962300,5962400,106.25
5962400,5962500,170.0
5962500,5962600,81.66666666666667
5962600,5962700,130.0
5963000,5963100,240.0
5963500,5963600,138.75
5963600,5963700,106.25
5963700,5963800,146.66666666666666
5964100,5964200,45.0
5964200,5964300,168.75
5964300,5964400,130.0
5964800,5964900,130.0
5964900,5965000,175.0
5965000,5965100,76.66666666666667
5965100,5965200,100.0
5965200,5965300,138.75
5965300,5965400,136.25
5965400,5965500,240.0
5965800,5965900,240.0
5966300,5966400,106.25
5966400,5966500,152.5
5966500,5966600,32.5
5966600,5966700,175.0
5966700,5966800,121.0
5966800,5966900,20.0
5966900,5967000,240.0
5967300,5967400,135.0
5967400,5967500,98.75
5967500,5967600,148.0
5967600,5967700,240.0
5968000,5968100,240.0
5968400,5968500,240.0
5968900,5969000,146.25
5969000,5969100,140.0
5969100,5969200,138.75
5969200,5969300,150.83333333333334
5969300,5969400,76.66666666666667
5969400,5969500,240.0
5969800,5969900,112.5
5969900,5970000,81.66666666666667
5970000,5970100,115.0
5970100,5970200,98.75
5970200,5970300,130.0
5970600,5970700,240.0
5971100,5971200,81.66666666666667
5971200,5971300,240.0
5971600,5971700,45.0
5971700,5971800,130.0
5972200,5972300,130.0
5972300,5972400,172.5
5972400,5972500,177.0
5972500,5972600,81.66666666666667
5972600,5972700,116.66666666666667
5972700,5972800,240.0
5973100,5973200,240.0
5973600,5973700,142.5
5973700,5973800,112.0
5973800,5973900,130.0
5974200,5974300,240.0
5974700,5974800,240.0
5975100,5975200,105.0
5975200,5975300,130.0
5975700,5975800,130.0
5975800,5975900,76.66666666666667
5975900,5976000,176.25
5976000,5976100,175.71428571428572
5976100,5976200,130.0
5976600,5976700,240.0
5977000,5977100,240.0
5977500,5977600,157.5
5977600,5977700,130.0
5978000,5978100,45.0
5978100,5978200,98.75
5978200,5978300,168.75
5978300,5978400,81.66666666666667
5978400,5978500,100.0
5978500,5978600,130.0
5978600,5978700,121.66666666666667
5978700,5978800,142.5
5978800,5978900,165.0
5978900,5979000,136.25
5979000,5979100,36.666666666666664
5979100,5979200,172.5
5979200,5979300,165.0
5979300,5979400,180.0
5979400,5979500,126.66666666666667
5979500,5979600,240.0
5979900,5980000,240.0
5980300,5980400,112.5
5980400,5980500,180.0
5980500,5980600,132.5
5980600,5980700,240.0
5981000,5981100,45.0
5981100,5981200,180.0
5981200,5981300,141.66666666666666
5981700,5981800,240.0
5982100,5982200,240.0
5982500,5982600,240.0
5983000,5983100,240.0
5983400,5983500,240.0
5983800,5983900,240.0
5984300,5984400,106.25
5984400,5984500,81.66666666666667
5984500,5984600,138.75
5984600,5984700,176.25
5984700,5984800,130.0
5985100,5985200,240.0
5985600,5985700,240.0
5986000,5986100,240.0
5986400,5986500,45.0
5986500,5986600,146.66666666666666
5987000,5987100,112.5
5987100,5987200,20.0
5987200,5987300,36.666666666666664
5987300,5987400,176.25
5987400,5987500,98.75
5987500,5987600,174.0
5987600,5987700,136.25
5987700,5987800,240.0
5988100,5988200,240.0
5988500,5988600,240.0
5988900,5989000,45.0
5989000,5989100,20.0
5989100,5989200,152.5
5989200,5989300,148.33333333333334
5989300,5989400,125.0
5989400,5989500,130.0
5989900,5990000,240.0
5990400,5990500,121.25
5990900,5991000,240.0
5991400,5991500,125.0
5991500,5991600,130.0
5991900,5992000,240.0
5992400,5992500,240.0
5992800,5992900,45.0
5992900,5993000,136.25
5993000,5993100,130.0
5993100,5993200,130.0
5993500,5993600,105.0
5993600,5993700,128.75
5993700,5993800,240.0
5994100,5994200,240.0
5994500,5994600,112.5
5994600,5994700,121.0
5994700,5994800,32.5
5994800,5994900,180.0
5994900,5995000,89.0
5995000,5995100,240.0
5995400,5995500,144.0
5995500,5995600,106.25
5995600,5995700,130.0
5996100,5996200,144.0
5996200,5996300,86.0
5996300,5996400,72.5
5996400,5996500,32.5
5996500,5996600,146.66666666666666
5997000,5997100,240.0
5997400,5997500,240.0
5997800,5997900,112.5
5997900,5998000,32.5
5998000,5998100,170.0
5998100,5998200,171.0
5998200,5998300,102.5
5998300,5998400,170.0
5998400,5998500,177.0
5998500,5998600,100.0
5998600,5998700,135.0
5998700,5998800,146.66666666666666
5999100,5999200,45.0
5999200,5999300,100.0
5999300,5999400,144.0
5999400,5999500,81.66666666666667
5999500,5999600,147.5
6000000,6000100,128.33333333333334
6000100,6000200,240.0
6000500,6000600,240.0
6001000,6001100,240.0
6001400,6001500,76.66666666666667
6001500,6001600,240.0
6001900,6002000,130.0
6002000,6002100,121.0
6002100,6002200,130.0
6002500,6002600,240.0
6003000,6003100,240.0
6003400,6003500,135.0
6003500,6003600,128.75
6003600,6003700,106.25
6003700,6003800,68.75
6003800,6003900,121.66666666666667
6003900,6004000,240.0
6004300,6004400,240.0
6004700,6004800,240.0
6005100,6005200,240.0
6005600,6005700,112.5
6005700,6005800,66.25
6005800,6005900,240.0
6006200,6006300,45.0
6006300,6006400,176.25
6006400,6006500,177.0
6006500,6006600,32.5
6006600,6006700,168.75
6006700,6006800,170.0
6006800,6006900,100.0
6006900,6007000,240.0
6007300,6007400,240.0
6007700,6007800,130.0
6007800,6007900,170.0
6007900,6008000,146.66666666666666
6008400,6008500,240.0
6008800,6008900,105.0
6008900,6009000,172.5
6009000,6009100,168.75
6009100,6009200,81.66666666666667
6009200,6009300,175.0
6009300,6009400,180.0
6009400,6009500,76.66666666666667
6009500,6009600,130.0
6009900,6010000,240.0
6010400,6010500,32.5
6010500,6010600,81.66666666666667
6010600,6010700,240.0
6011000,6011100,240.0
6011400,6011500,45.0
6011500,6011600,145.0
6011600,6011700,45.0
6011700,6011800,32.5
6011800,6011900,180.0
6011900,6012000,121.0
6012000,6012100,121.66666666666667
6012100,6012200,240.0
6012500,6012600,240.0
6012900,6013000,45.0
6013000,6013100,174.0
6013100,6013200,176.25
6013200,6013300,121.66666666666667
6013300,6013400,112.5
6013400,6013500,120.83333333333333
6013500,6013600,172.5
6013600,6013700,165.0
6013700,6013800,130.0
6014100,6014200,240.0
6014600,6014700,240.0
6015000,6015100,240.0
6015500,6015600,240.0
6015900,6016000,105.0
6016000,6016100,130.0
6016500,6016600,106.25
6016600,6016700,138.75
6016700,6016800,76.66666666666667
6016800,6016900,165.0
6016900,6017000,130.0
6017300,6017400,105.0
6017400,6017500,130.0
6017800,6017900,240.0
6018300,6018400,112.5
6018400,6018500,175.0
6018500,6018600,20.0
6018600,6018700,240.0
6019000,6019100,240.0
6019500,6019600,146.25
6019600,6019700,102.5
6019700,6019800,81.66666666666667
6019800,6019900,175.0
6019900,6020000,102.5
6020000,6020100,102.5
6020100,6020200,136.25
6020200,6020300,240.0
6020600,6020700,125.0
6020700,6020800,160.0
6021200,6021300,240.0
6021600,6021700,240.0
6022000,6022100,240.0
6022500,6022600,240.0
6022900,6023000,105.0
6023000,6023100,167.5
6023100,6023200,140.0
6023200,6023300,142.5
6023300,6023400,146.66666666666666
6023800,6023900,240.0
6024200,6024300,135.0
6024300,6024400,102.5
6024400,6024500,165.0
6024500,6024600,172.5
6024600,6024700,130.0
6025100,6025200,240.0
6025500,6025600,130.0
6025600,6025700,177.5
6025700,6025800,180.0
6025800,6025900,92.5
6025900,6026000,112.5
6026000,6026100,175.0
6026100,6026200,168.75
6026200,6026300,98.75
6026300,6026400,130.0
6026800,6026900,130.0
6026900,6027000,172.5
6027000,6027100,106.25
6027100,6027200,121.0
6027200,6027300,136.25
6027300,6027400,101.66666666666667
6027800,6027900,130.0
6027900,6028000,121.0
6028000,6028100,165.0
6028100,6028200,168.75
6028200,6028300,76.66666666666667
6028300,6028400,81.66666666666667
6028400,6028500,171.0
6028500,6028600,165.0
6028600,6028700,130.0
6029100,6029200,240.0
6029500,6029600,240.0
6029900,6030000,240.0
6030400,6030500,240.0
6030800,6030900,240.0
6031200,6031300,240.0
6031600,6031700,45.0
6031700,6031800,165.0
6031800,6031900,126.66666666666667
6031900,6032000,240.0
6032300,6032400,45.0
6032400,6032500,66.25
6032500,6032600,135.0
6032600,6032700,140.0
6032700,6032800,240.0
6033100,6033200,240.0
6033500,6033600,240.0
6034000,6034100,240.0
6034500,6034600,101.66666666666667
6034900,6035000,45.0
6035000,6035100,180.0
6035100,6035200,102.5
6035200,6035300,154.0
6035700,6035800,112.5
6035800,6035900,180.0
6035900,6036000,140.0
6036000,6036100,138.75
6036100,6036200,104.16666666666667
6036200,6036300,240.0
6036600,6036700,240.0
6037000,6037100,45.0
6037100,6037200,100.0
6037200,6037300,36.666666666666664
6037300,6037400,172.5
6037400,6037500,165.0
6037500,6037600,32.5
6037600,6037700,130.0
6038000,6038100,45.0
6038100,6038200,146.66666666666666
6038600,6038700,105.0
6038700,6038800,172.5
6038800,6038900,132.5
6038900,6039000,157.5
6039000,6039100,121.0
6039100,6039200,180.0
6039200,6039300,175.0
6039300,6039400,141.66666666666666
6039800,6039900,240.0
6040200,6040300,146.25
6040300,6040400,20.0
6040400,6040500,142.5
6040500,6040600,100.0
6040600,6040700,240.0
6041000,6041100,240.0
6041400,6041500,45.0
6041500,6041600,172.5
6041600,6041700,130.0
6042000,6042100,45.0
6042100,6042200,76.66666666666667
6042200,6042300,102.5
6042300,6042400,76.66666666666667
6042400,6042500,148.0
6042500,6042600,240.0
6042900,6043000,240.0
6043400,6043500,105.0
6043500,6043600,81.66666666666667
6043600,6043700,180.0
6043700,6043800,172.5
6043800,6043900,20.0
6043900,6044000,240.0
6044300,6044400,240.0
6044700,6044800,105.0
6044800,6044900,148.33333333333334
6044900,6045000,147.0
6045000,6045100,175.0
6045100,6045200,148.0
6045200,6045300,240.0
6045700,6045800,121.25
6046200,6046300,135.0
6046300,6046400,81.66666666666667
6046400,6046500,176.25
6046500,6046600,130.0
6046900,6047000,240.0
6047400,6047500,105.0
6047500,6047600,148.0
6047600,6047700,142.5
6047700,6047800,116.66666666666667
6047800,6047900,130.0
6047900,6048000,102.5
6048000,6048100,130.0
6048400,6048500,112.5
6048500,6048600,175.0
6048600,6048700,76.66666666666667
6048700,6048800,172.5
6048800,6048900,177.0
6048900,6049000,151.25
6049400,6049500,105.0
6049500,6049600,28.333333333333332
6049600,6049700,32.5
6049700,6049800,146.25
6049800,6049900,28.333333333333332
6049900,6050000,106.25
6050000,6050100,240.0
6050400,6050500,240.0
6050900,6051000,81.66666666666667
6051000,6051100,240.0
6051400,6051500,240.0
6051800,6051900,240.0
6052300,6052400,36.666666666666664
6052400,6052500,126.66666666666667
6052500,6052600,240.0
6052900,6053000,240.0
6053400,6053500,240.0
6053800,6053900,240.0
6054200,6054300,240.0
6054700,6054800,45.0
6054800,6054900,170.0
6054900,6055000,81.66666666666667
6055000,6055100,98.75
6055100,6055200,172.5
6055200,6055300,165.0
6055300,6055400,123.33333333333333
6055400,6055500,180.0
6055500,6055600,20.0
6055600,6055700,240.0
6056000,6056100,112.5
6056100,6056200,132.5
6056200,6056300,135.0
6056300,6056400,172.5
6056400,6056500,136.25
6056500,6056600,130.0
6056600,6056700,168.0
6056700,6056800,66.25
6056800,6056900,125.0
6056900,6057000,130.0
6057300,6057400,112.5
6057400,6057500,121.66666666666667
6057500,6057600,81.66666666666667
6057600,6057700,147.0
6057700,6057800,106.25
6057800,6057900,180.0
6057900,6058000,81.66666666666667
6058000,6058100,172.5
6058100,6058200,136.25
6058200,6058300,135.0
6058300,6058400,118.0
6058400,6058500,171.0
6058500,6058600,177.5
6058600,6058700,130.0
6059000,6059100,45.0
6059100,6059200,130.0
6059600,6059700,102.5
6059700,6059800,125.0
6059800,6059900,106.25
6059900,6060000,76.66666666666667
6060000,6060100,116.66666666666667
6060100,6060200,135.0
6060200,6060300,76.66666666666667
6060300,6060400,176.25
6060400,6060500,116.66666666666667
6060500,6060600,240.0
6060900,6061000,240.0
6061300,6061400,45.0
6061400,6061500,175.0
6061500,6061600,81.66666666666667
6061600,6061700,92.5
6061700,6061800,142.5
6061800,6061900,130.0
6062300,6062400,240.0
6062700,6062800,130.0
6062800,6062900,100.0
6062900,6063000,32.5
6063000,6063100,130.0
6063100,6063200,81.66666666666667
6063200,6063300,168.75
6063300,6063400,76.66666666666667
6063400,6063500,20.0
6063500,6063600,240.0
6063900,6064000,130.0
6064000,6064100,168.75
6064100,6064200,165.0
6064200,6064300,98.75
6064300,6064400,116.66666666666667
6064400,6064500,240.0
6064800,6064900,81.66666666666667
6064900,6065000,240.0
6065300,6065400,240.0
6065800,6065900,240.0
6066200,6066300,240.0
6066700,6066800,240.0
6067100,6067200,135.0
6067200,6067300,175.0
6067300,6067400,81.66666666666667
6067400,6067500,151.25
6067900,6068000,240.0
6068400,6068500,240.0
6068800,6068900,135.0
6068900,6069000,146.66666666666666
6069300,6069400,240.0
6069800,6069900,240.0
6070200,6070300,135.0
6070300,6070400,165.0
6070400,6070500,148.33333333333334
6070500,6070600,135.0
6070600,6070700,176.25
6070700,6070800,98.75
6070800,6070900,175.0
6070900,6071000,32.5
6071000,6071100,106.25
6071100,6071200,136.25
6071200,6071300,76.66666666666667
6071300,6071400,240.0
6071700,6071800,240.0
6072100,6072200,240.0
6072600,6072700,81.66666666666667
6072700,6072800,240.0
6073100,6073200,240.0
6073500,6073600,45.0
6073600,6073700,146.66666666666666
6074100,6074200,76.66666666666667
6074200,6074300,240.0
6074600,6074700,45.0
6074700,6074800,165.0
6074800,6074900,146.66666666666666
6075200,6075300,240.0
6075700,6075800,45.0
6075800,6075900,141.66666666666666
6076300,6076400,106.25
6076400,6076500,240.0
6076800,6076900,130.0
6076900,6077000,130.0
6077400,6077500,240.0
6077900,6078000,142.5
6078000,6078100,175.0
6078100,6078200,141.66666666666666
6078600,6078700,130.0
6078700,6078800,180.0
6078800,6078900,106.25
6078900,6079000,81.66666666666667
6079000,6079100,121.0
6079100,6079200,130.0
6079500,6079600,45.0
6079600,6079700,32.5
6079700,6079800,141.66666666666666
6080200,6080300,147.0
6080300,6080400,106.25
6080400,6080500,168.0
6080500,6080600,130.0
6080900,6081000,240.0
6081300,6081400,45.0
6081400,6081500,128.75
6081500,6081600,98.75
6081600,6081700,130.0
6081700,6081800,136.25
6081800,6081900,153.0
6081900,6082000,132.5
6082000,6082100,81.66666666666667
6082100,6082200,240.0
6082500,6082600,112.5
6082600,6082700,130.0
6083000,6083100,240.0
6083400,6083500,45.0
6083500,6083600,141.66666666666666
6084000,6084100,135.0
6084100,6084200,172.5
6084200,6084300,132.5
6084400,6084500,106.25
6084500,6084600,240.0
6084900,6085000,112.5
6085000,6085100,176.25
6085100,6085200,168.0
6085200,6085300,176.25
6085300,6085400,155.0
6085700,6085800,45.0
6085800,6085900,180.0
6085900,6086000,76.66666666666667
6086000,6086100,130.0
6086400,6086500,45.0
6086500,6086600,176.25
6086600,6086700,180.0
6086700,6086800,130.0
6087100,6087200,240.0
6087600,6087700,240.0
6088000,6088100,135.0
6088100,6088200,147.5
6088600,6088700,240.0
6089100,6089200,138.75
6089200,6089300,118.0
6089300,6089400,175.0
6089400,6089500,172.5
6089500,6089600,180.0
6089600,6089700,102.5
6089700,6089800,126.66666666666667
6089800,6089900,240.0
6090200,6090300,240.0
6090600,6090700,45.0
6090700,6090800,155.0
6091200,6091300,117.5
6091700,6091800,240.0
6092100,6092200,240.0
6092600,6092700,240.0
6093000,6093100,45.0
6093100,6093200,176.25
6093200,6093300,171.0
6093300,6093400,171.0
6093400,6093500,32.5
6093500,6093600,170.0
6093600,6093700,172.5
6093700,6093800,81.66666666666667
6093800,6093900,148.33333333333334
6093900,6094000,45.0
6094000,6094100,32.5
6094100,6094200,130.0
6094500,6094600,112.5
6094600,6094700,86.0
6094700,6094800,240.0
6095100,6095200,240.0
6095500,6095600,240.0
6096000,6096100,240.0
6096400,6096500,112.5
6096500,6096600,171.0
6096600,6096700,180.0
6096700,6096800,130.0
6097100,6097200,240.0
6097500,6097600,45.0
6097600,6097700,146.66666666666666
6098000,6098100,45.0
6098100,6098200,112.0
6098200,6098300,132.5
6098300,6098400,240.0
6098700,6098800,130.0
6098800,6098900,171.42857142857142
6098900,6099000,130.0
6099300,6099400,45.0
6099400,6099500,146.66666666666666
6099900,6100000,240.0
6100400,6100500,130.0
6100500,6100600,130.0
6101000,6101100,112.0
6101100,6101200,76.66666666666667
6101200,6101300,240.0
6101600,6101700,45.0
6101700,6101800,130.0
6102100,6102200,45.0
6102200,6102300,151.25
6102700,6102800,240.0
6103100,6103200,45.0
6103200,6103300,175.0
6103300,6103400,81.66666666666667
6103400,6103500,170.0
6103500,6103600,32.5
6103600,6103700,121.0
6103700,6103800,168.75
6103800,6103900,146.66666666666666
6104300,6104400,125.0
6104400,6104500,106.25
6104500,6104600,180.0
6104600,6104700,92.5
6104700,6104800,68.75
6104800,6104900,126.66666666666667
6104900,6105000,240.0
6105300,6105400,240.0
6105800,6105900,240.0
6106200,6106300,76.66666666666667
6106300,6106400,240.0
6106700,6106800,240.0
6107200,6107300,118.0
6107300,6107400,240.0
6107700,6107800,240.0
6108100,6108200,240.0
6108600,6108700,240.0
6109000,6109100,240.0
6109400,6109500,240.0
6109900,6110000,76.66666666666667
6110000,6110100,102.5
6110100,6110200,240.0
6110500,6110600,105.0
6110600,6110700,121.66666666666667
6110700,6110800,76.66666666666667
6110800,6110900,130.0
6111300,6111400,105.0
6111400,6111500,86.0
6111500,6111600,240.0
6112000,6112100,240.0
6112400,6112500,240.0
6112800,6112900,240.0
6113300,6113400,32.5
6113400,6113500,240.0
6113800,6113900,135.0
6113900,6114000,102.5
6114000,6114100,175.0
6114100,6114200,175.0
6114200,6114300,172.5
6114300,6114400,20.0
6114400,6114500,240.0
6114800,6114900,125.0
6114900,6115000,141.66666666666666
6115400,6115500,240.0
6115800,6115900,240.0
6116300,6116400,147.0
6116400,6116500,141.66666666666666
6116900,6117000,240.0
6117300,6117400,105.0
6117400,6117500,180.0
6117500,6117600,151.25
6118000,6118100,240.0
6118400,6118500,240.0
6118900,6119000,240.0
6119400,6119500,135.0
6119500,6119600,32.5
6119600,6119700,130.0
6120000,6120100,45.0
6120100,6120200,130.0
6120500,6120600,45.0
6120600,6120700,121.0
6120700,6120800,168.75
6120800,6120900,130.0
6121300,6121400,240.0
6121700,6121800,240.0
6122200,6122300,138.75
6122300,6122400,168.75
6122400,6122500,130.0
6122900,6123000,147.0
6123000,6123100,155.0
6123500,6123600,81.66666666666667
6123600,6123700,240.0
6124000,6124100,45.0
6124100,6124200,151.25
6124600,6124700,76.66666666666667
6124700,6124800,146.25
6124800,6124900,176.25
6124900,6125000,130.0
6125300,6125400,240.0
6125800,6125900,240.0
6126300,6126400,240.0
6126700,6126800,125.0
6126800,6126900,81.66666666666667
6126900,6127000,106.25
6127000,6127100,172.5
6127100,6127200,175.0
6127200,6127300,151.25
6127700,6127800,112.5
6127800,6127900,115.0
6127900,6128000,174.0
6128000,6128100,98.75
6128100,6128200,102.5
6128200,6128300,92.5
6128300,6128400,240.0
6128700,6128800,240.0
6129100,6129200,105.0
6129200,6129300,170.0
6129300,6129400,62.5
6129400,6129500,32.5
6129500,6129600,240.0
6129900,6130000,112.5
6130000,6130100,20.0
6130100,6130200,240.0
6130500,6130600,240.0
6131000,6131100,147.0
6131100,6131200,76.66666666666667
6131200,6131300,168.75
6131300,6131400,76.66666666666667
6131400,6131500,62.0
6131500,6131600,20.0
6131600,6131700,127.0
6132100,6132200,130.0
6132200,6132300,98.75
6132300,6132400,130.0
6132800,6132900,135.0
6132900,6133000,98.75
6133000,6133100,172.5
6133100,6133200,146.66666666666666
6133500,6133600,45.0
6133600,6133700,177.0
6133700,6133800,130.0
6134200,6134300,81.66666666666667
6134300,6134400,81.66666666666667
6134400,6134500,240.0
6134800,6134900,45.0
6134900,6135000,100.0
6135000,6135100,240.0
6135400,6135500,112.5
6135500,6135600,165.0
6135600,6135700,130.0
6136000,6136100,240.0
6136500,6136600,45.0
6136600,6136700,76.66666666666667
6136700,6136800,116.66666666666667
6136800,6136900,32.5
6136900,6137000,130.0
6137000,6137100,130.0
6137500,6137600,147.0
6137600,6137700,81.66666666666667
6137700,6137800,92.5
6137800,6137900,135.0
6137900,6138000,174.0
6138000,6138100,106.25
6138100,6138200,92.5
6138200,6138300,138.75
6138300,6138400,81.66666666666667
6138400,6138500,146.66666666666666
6138800,6138900,240.0
6139300,6139400,135.0
6139400,6139500,81.66666666666667
6139500,6139600,100.0
6139600,6139700,240.0
6140000,6140100,146.25
6140100,6140200,76.66666666666667
6140200,6140300,20.0
6140300,6140400,130.0
6140400,6140500,176.25
6140500,6140600,170.0
6140600,6140700,112.0
6140700,6140800,172.5
6140800,6140900,145.0
6140900,6141000,130.0
6141000,6141100,177.0
6141100,6141200,130.0
6141500,6141600,45.0
6141600,6141700,126.66666666666667
6141700,6141800,106.25
6141800,6141900,240.0
6142300,6142400,102.5
6142400,6142500,240.0
6142800,6142900,45.0
6142900,6143000,121.66666666666667
6143000,6143100,147.0
6143100,6143200,130.0
6143500,6143600,240.0
6144000,6144100,240.0
6144400,6144500,240.0
6144900,6145000,240.0
6145300,6145400,240.0
6145800,6145900,240.0
6146200,6146300,112.5
6146300,6146400,172.5
6146400,6146500,130.0
6146800,6146900,240.0
6147300,6147400,240.0
6147700,6147800,138.75
6147800,6147900,130.0
6148200,6148300,240.0
6148700,6148800,240.0
6149100,6149200,240.0
6149500,6149600,45.0
6149600,6149700,176.25
6149700,6149800,140.0
6149800,6149900,121.25
6150300,6150400,150.0
6150400,6150500,130.0
6150800,6150900,45.0
6150900,6151000,141.66666666666666
6151400,6151500,135.0
6151500,6151600,121.66666666666667
6151600,6151700,117.5
6152100,6152200,240.0
6152500,6152600,240.0
6152900,6153000,240.0
6153400,6153500,138.75
6153500,6153600,130.0
6154000,6154100,240.0
6154400,6154500,240.0
6154900,6155000,81.66666666666667
6155000,6155100,138.75
6155100,6155200,132.5
6155200,6155300,130.0
6155300,6155400,176.25
6155400,6155500,168.75
6155500,6155600,116.66666666666667
6155600,6155700,135.0
6155700,6155800,155.0
6156400,6156500,240.0
6156800,6156900,240.0
6157200,6157300,240.0
6157700,6157800,240.0
6158100,6158200,130.0
6158200,6158300,165.0
6158300,6158400,130.0
6158700,6158800,45.0
6158800,6158900,165.0
6158900,6159000,115.0
6159000,6159100,81.66666666666667
6159100,6159200,141.66666666666666
6159600,6159700,98.75
6159700,6159800,135.0
6159800,6159900,62.5
6159900,6160000,240.0
6160300,6160400,240.0
6160700,6160800,240.0
6161200,6161300,81.66666666666667
6161300,6161400,106.25
6161400,6161500,240.0
6161800,6161900,240.0
6162200,6162300,45.0
6162300,6162400,177.0
6162400,6162500,130.0
6162800,6162900,240.0
6163300,6163400,81.66666666666667
6163400,6163500,240.0
6163800,6163900,105.0
6163900,6164000,168.0
6164000,6164100,121.66666666666667
6164100,6164200,121.25
6164600,6164700,81.66666666666667
6164700,6164800,240.0
6165100,6165200,45.0
6165200,6165300,130.0
6165700,6165800,240.0
6166100,6166200,240.0
6166500,6166600,45.0
6166600,6166700,116.66666666666667
6166700,6166800,91.0
6166800,6166900,165.0
6166900,6167000,174.0
6167000,6167100,165.0
6167100,6167200,145.0
6167200,6167300,240.0
6167700,6167800,240.0
6168100,6168200,45.0
6168200,6168300,171.0
6168300,6168400,172.5
6168400,6168500,130.0
6168900,6169000,130.0
6169000,6169100,176.25
6169100,6169200,175.0
6169200,6169300,81.66666666666667
6169300,6169400,175.71428571428572
6169400,6169500,81.66666666666667
6169500,6169600,175.0
6169600,6169700,174.0
6169700,6169800,81.66666666666667
6169800,6169900,121.66666666666667
6169900,6170000,240.0
6170300,6170400,240.0
6170700,6170800,45.0
6170800,6170900,175.0
6170900,6171000,180.0
6171000,6171100,171.0
6171100,6171200,147.5
6171600,6171700,240.0
6172000,6172100,130.0
6172100,6172200,142.0
6172200,6172300,105.0
6172300,6172400,118.0
6172400,6172500,92.5
6172500,6172600,112.5
6172600,6172700,146.66666666666666
6173100,6173200,240.0
6173500,6173600,130.0
6173600,6173700,118.0
6173700,6173800,28.333333333333332
6173800,6173900,240.0
6174200,6174300,240.0
6174600,6174700,240.0
6175100,6175200,125.0
6175200,6175300,130.0
6175700,6175800,135.0
6175800,6175900,172.5
6175900,6176000,180.0
6176000,6176100,92.5
6176100,6176200,142.5
6176200,6176300,165.0
6176300,6176400,136.25
6176400,6176500,88.0
6176500,6176600,132.5
6176600,6176700,240.0
6177000,6177100,240.0
6177500,6177600,147.0
6177600,6177700,130.0
6178100,6178200,240.0
6178500,6178600,240.0
6178900,6179000,45.0
6179000,6179100,76.66666666666667
6179100,6179200,172.5
6179200,6179300,167.5
6179300,6179400,171.0
