Start,End,State,Label
5678122,5678169,READING,
5678169,5678187,PRECHARGING,
5678187,5678204,ACTIVE,Row 0
5678204,5678220,WRITING,
5678220,5678284,READING,
5678284,5678385,PRECHARGING,
5678385,5678418,ACTIVE,Row 0
5678418,5678437,WRITING,
5678437,5678504,READING,
5678504,5678526,WRITING,
5678526,5678559,PRECHARGING,
5678559,5681142,REFRESHING,
5681142,5681159,ACTIVE,Row 0
5681159,5681191,READING,
5681191,5681220,PRECHARGING,
5681220,5681241,ACTIVE,Row 0
5681241,5681284,READING,
5681284,5681303,PRECHARGING,
5681303,5683003,REFRESHING,
5683003,5683026,ACTIVE,Row 0
5683026,5683046,WRITING,
5683046,5683063,READING,
5683063,5683093,PRECHARGING,
5683093,5683110,ACTIVE,Row 0
5683110,5683149,WRITING,
5683149,5683191,READING,
5683191,5683262,PRECHARGING,
5683262,5683290,ACTIVE,Row 0
5683290,5683334,READING,
5683334,5683360,WRITING,
5683360,5683419,READING,
5683419,5683438,PRECHARGING,
5683438,5683479,ACTIVE,Row 0
5683479,5683528,READING,
5683528,5683561,WRITING,
5683561,5683657,PRECHARGING,
5683657,5684972,REFRESHING,
5684972,5684993,ACTIVE,Row 0
5684993,5685019,READING,
5685019,5685031,WRITING,
5685031,5685198,READING,
5685198,5685223,PRECHARGING,
5685223,5685244,ACTIVE,Row 0
5685244,5685294,WRITING,
5685294,5685338,PRECHARGING,
5685338,5685758,REFRESHING,
5685758,5685784,ACTIVE,Row 0
5685784,5685795,WRITING,
5685795,5685886,READING,
5685886,5685918,WRITING,
5685918,5685939,READING,
5685939,5685960,WRITING,
5685960,5685981,PRECHARGING,
5685981,5686020,ACTIVE,Row 0
5686020,5686057,PRECHARGING,
5686057,5686944,REFRESHING,
5686944,5686961,ACTIVE,Row 0
5686961,5687026,READING,
5687026,5687048,PRECHARGING,
5687048,5689735,REFRESHING,
5689735,5689760,ACTIVE,Row 0
5689760,5689859,WRITING,
5689859,5689911,PRECHARGING,
5689911,5690360,REFRESHING,
5690360,5690385,ACTIVE,Row 0
5690385,5690462,WRITING,
5690462,5690482,PRECHARGING,
5690482,5690508,ACTIVE,Row 0
5690508,5690543,READING,
5690543,5690596,WRITING,
5690596,5690687,PRECHARGING,
5690687,5690708,ACTIVE,Row 0
5690708,5690769,READING,
5690769,5690790,PRECHARGING,
5690790,5690848,ACTIVE,Row 0
5690848,5690893,PRECHARGING,
5690893,5691330,REFRESHING,
5691330,5691375,ACTIVE,Row 0
5691375,5691396,PRECHARGING,
5691396,5692253,REFRESHING,
5692253,5692289,ACTIVE,Row 0
5692289,5692304,WRITING,
5692304,5692369,READING,
5692369,5692425,PRECHARGING,
5692425,5693756,REFRESHING,
5693756,5693805,ACTIVE,Row 0
5693805,5693831,WRITING,
5693831,5693856,PRECHARGING,
5693856,5694782,REFRESHING,
5694782,5694813,ACTIVE,Row 0
5694813,5694866,WRITING,
5694866,5694927,PRECHARGING,
5694927,5695373,REFRESHING,
5695373,5695398,ACTIVE,Row 0
5695398,5695432,READING,
5695432,5695524,WRITING,
5695524,5695546,PRECHARGING,
5695546,5696818,REFRESHING,
5696818,5696874,ACTIVE,Row 0
5696874,5696958,READING,
5696958,5697001,PRECHARGING,
5697001,5697425,REFRESHING,
5697425,5697466,ACTIVE,Row 0
5697466,5697535,READING,
5697535,5697554,WRITING,
5697554,5697574,PRECHARGING,
5697574,5698504,REFRESHING,
5698504,5698536,ACTIVE,Row 0
5698536,5698555,READING,
5698555,5698576,PRECHARGING,
5698576,5698606,ACTIVE,Row 0
5698606,5698662,READING,
5698662,5698700,PRECHARGING,
5698700,5698756,ACTIVE,Row 0
5698756,5698800,PRECHARGING,
5698800,5698817,ACTIVE,Row 0
5698817,5698835,WRITING,
5698835,5698862,READING,
5698862,5698899,PRECHARGING,
5698899,5699336,REFRESHING,
5699336,5699367,ACTIVE,Row 0
5699367,5699487,WRITING,
5699487,5699519,READING,
5699519,5699546,PRECHARGING,
5699546,5699574,ACTIVE,Row 0
5699574,5699610,READING,
5699610,5699676,WRITING,
5699676,5699752,READING,
5699752,5699794,PRECHARGING,
5699794,5699824,ACTIVE,Row 0
5699824,5699855,WRITING,
5699855,5699909,READING,
5699909,5699940,PRECHARGING,
5699940,5700366,REFRESHING,
5700366,5700430,ACTIVE,Row 0
5700430,5700457,PRECHARGING,
5700457,5700503,ACTIVE,Row 0
5700503,5700527,WRITING,
5700527,5700610,READING,
5700610,5700624,WRITING,
5700624,5700656,READING,
5700656,5700685,PRECHARGING,
5700685,5700703,ACTIVE,Row 0
5700703,5700736,WRITING,
5700736,5700760,READING,
5700760,5700780,PRECHARGING,
5700780,5701766,REFRESHING,
5701766,5701869,ACTIVE,Row 0
5701869,5701889,READING,
5701889,5701908,PRECHARGING,
5701908,5701936,ACTIVE,Row 0
5701936,5701986,WRITING,
5701986,5702129,READING,
5702129,5702162,WRITING,
5702162,5702185,READING,
5702185,5702203,PRECHARGING,
5702203,5702638,REFRESHING,
5702638,5702674,ACTIVE,Row 0
5702674,5702712,WRITING,
5702712,5702739,PRECHARGING,
5702739,5703628,REFRESHING,
5703628,5703703,ACTIVE,Row 0
5703703,5703719,WRITING,
5703719,5703744,READING,
5703744,5703805,PRECHARGING,
5703805,5703827,ACTIVE,Row 0
5703827,5703898,WRITING,
5703898,5703918,PRECHARGING,
5703918,5703950,ACTIVE,Row 0
5703950,5703971,WRITING,
5703971,5703991,PRECHARGING,
5703991,5704025,ACTIVE,Row 0
5704025,5704072,READING,
5704072,5704098,PRECHARGING,
5704098,5704956,REFRESHING,
5704956,5704978,ACTIVE,Row 0
5704978,5705046,WRITING,
5705046,5705152,READING,
5705152,5705174,PRECHARGING,
5705174,5705202,ACTIVE,Row 0
5705202,5705233,READING,
5705233,5705266,PRECHARGING,
5705266,5705283,ACTIVE,Row 0
5705283,5705333,READING,
5705333,5705356,PRECHARGING,
5705356,5705393,ACTIVE,Row 0
5705393,5705407,WRITING,
5705407,5705426,READING,
5705426,5705461,PRECHARGING,
5705461,5705498,ACTIVE,Row 0
5705498,5705540,READING,
5705540,5705559,PRECHARGING,
5705559,5707278,REFRESHING,
5707278,5707298,ACTIVE,Row 0
5707298,5707322,READING,
5707322,5707340,WRITING,
5707340,5707403,READING,
5707403,5707422,PRECHARGING,
5707422,5707471,ACTIVE,Row 0
5707471,5707489,READING,
5707489,5707569,WRITING,
5707569,5707586,PRECHARGING,
5707586,5707619,ACTIVE,Row 0
5707619,5707632,WRITING,
5707632,5707664,READING,
5707664,5707691,WRITING,
5707691,5707789,READING,
5707789,5707799,WRITING,
5707799,5707880,READING,
5707880,5707898,WRITING,
5707898,5707927,PRECHARGING,
5707927,5707964,ACTIVE,Row 0
5707964,5707990,READING,
5707990,5708057,PRECHARGING,
5708057,5708086,ACTIVE,Row 0
5708086,5708177,READING,
5708177,5708247,PRECHARGING,
5708247,5708268,ACTIVE,Row 0
5708268,5708309,WRITING,
5708309,5708326,READING,
5708326,5708376,WRITING,
5708376,5708408,PRECHARGING,
5708408,5708860,REFRESHING,
5708860,5708897,ACTIVE,Row 0
5708897,5708916,READING,
5708916,5708936,WRITING,
5708936,5708968,READING,
5708968,5708993,PRECHARGING,
5708993,5709417,REFRESHING,
5709417,5709443,ACTIVE,Row 0
5709443,5709488,WRITING,
5709488,5709574,READING,
5709574,5709671,WRITING,
5709671,5709708,READING,
5709708,5709740,PRECHARGING,
5709740,5709759,ACTIVE,Row 0
5709759,5709791,READING,
5709791,5709816,PRECHARGING,
5709816,5709836,ACTIVE,Row 0
5709836,5709861,READING,
5709861,5709925,WRITING,
5709925,5709944,READING,
5709944,5709992,PRECHARGING,
5709992,5710419,REFRESHING,
5710419,5710451,ACTIVE,Row 0
5710451,5710490,WRITING,
5710490,5710514,PRECHARGING,
5710514,5710975,REFRESHING,
5710975,5710993,ACTIVE,Row 0
5710993,5711026,READING,
5711026,5711059,WRITING,
5711059,5711076,PRECHARGING,
5711076,5711115,ACTIVE,Row 0
5711115,5711126,WRITING,
5711126,5711180,READING,
5711180,5711239,WRITING,
5711239,5711269,READING,
5711269,5711305,WRITING,
5711305,5711333,READING,
5711333,5711355,PRECHARGING,
5711355,5711383,ACTIVE,Row 0
5711383,5711402,WRITING,
5711402,5711458,READING,
5711458,5711476,WRITING,
5711476,5711511,READING,
5711511,5711620,PRECHARGING,
5711620,5711644,ACTIVE,Row 0
5711644,5711676,READING,
5711676,5711703,PRECHARGING,
5711703,5711738,ACTIVE,Row 0
5711738,5711765,READING,
5711765,5711788,PRECHARGING,
5711788,5712633,REFRESHING,
5712633,5712659,ACTIVE,Row 0
5712659,5712781,WRITING,
5712781,5712798,PRECHARGING,
5712798,5713219,REFRESHING,
5713219,5713236,ACTIVE,Row 0
5713236,5713274,WRITING,
5713274,5713316,READING,
5713316,5713335,WRITING,
5713335,5713372,PRECHARGING,
5713372,5714242,REFRESHING,
5714242,5714264,ACTIVE,Row 0
5714264,5714297,WRITING,
5714297,5714349,READING,
5714349,5714414,PRECHARGING,
5714414,5714502,ACTIVE,Row 0
5714502,5714517,WRITING,
5714517,5714569,READING,
5714569,5714617,WRITING,
5714617,5714642,READING,
5714642,5714677,WRITING,
5714677,5714740,PRECHARGING,
5714740,5716488,REFRESHING,
5716488,5716519,ACTIVE,Row 0
5716519,5716553,WRITING,
5716553,5716604,READING,
5716604,5716695,WRITING,
5716695,5716714,PRECHARGING,
5716714,5716759,ACTIVE,Row 0
5716759,5716785,WRITING,
5716785,5716856,READING,
5716856,5716885,PRECHARGING,
5716885,5719485,REFRESHING,
5719485,5719519,ACTIVE,Row 0
5719519,5719548,READING,
5719548,5719665,PRECHARGING,
5719665,5720093,REFRESHING,
5720093,5720119,ACTIVE,Row 0
5720119,5720191,WRITING,
5720191,5720209,READING,
5720209,5720240,PRECHARGING,
5720240,5721095,REFRESHING,
5721095,5721152,ACTIVE,Row 0
5721152,5721208,READING,
5721208,5721254,PRECHARGING,
5721254,5721313,ACTIVE,Row 0
5721313,5721404,WRITING,
5721404,5721432,PRECHARGING,
5721432,5722712,REFRESHING,
5722712,5722752,ACTIVE,Row 0
5722752,5722820,PRECHARGING,
5722820,5723249,REFRESHING,
5723249,5723283,ACTIVE,Row 0
5723283,5723301,WRITING,
5723301,5723321,READING,
5723321,5723352,WRITING,
5723352,5723396,PRECHARGING,
5723396,5723445,ACTIVE,Row 0
5723445,5723470,PRECHARGING,
5723470,5723952,REFRESHING,
5723952,5723975,ACTIVE,Row 0
5723975,5724012,WRITING,
5724012,5724030,READING,
5724030,5724100,WRITING,
5724100,5724179,PRECHARGING,
5724179,5724610,REFRESHING,
5724610,5724658,ACTIVE,Row 0
5724658,5724683,WRITING,
5724683,5724714,READING,
5724714,5724755,WRITING,
5724755,5724774,READING,
5724774,5724845,WRITING,
5724845,5724883,READING,
5724883,5724903,WRITING,
5724903,5724947,READING,
5724947,5725011,WRITING,
5725011,5725029,PRECHARGING,
5725029,5725964,REFRESHING,
5725964,5726014,ACTIVE,Row 0
5726014,5726056,PRECHARGING,
5726056,5726087,ACTIVE,Row 0
5726087,5726146,READING,
5726146,5726198,PRECHARGING,
5726198,5726219,ACTIVE,Row 0
5726219,5726240,WRITING,
5726240,5726291,READING,
5726291,5726306,WRITING,
5726306,5726350,READING,
5726350,5726407,PRECHARGING,
5726407,5726431,ACTIVE,Row 0
5726431,5726470,WRITING,
5726470,5726488,PRECHARGING,
5726488,5728285,REFRESHING,
5728285,5728318,ACTIVE,Row 0
5728318,5728376,WRITING,
5728376,5728544,READING,
5728544,5728565,PRECHARGING,
5728565,5729959,REFRESHING,
5729959,5729979,ACTIVE,Row 0
5729979,5730007,READING,
5730007,5730045,PRECHARGING,
5730045,5730473,REFRESHING,
5730473,5730525,ACTIVE,Row 0
5730525,5730583,READING,
5730583,5730617,PRECHARGING,
5730617,5731047,REFRESHING,
5731047,5731079,ACTIVE,Row 0
5731079,5731129,READING,
5731129,5731190,PRECHARGING,
5731190,5731626,REFRESHING,
5731626,5731697,ACTIVE,Row 0
5731697,5731715,PRECHARGING,
5731715,5731741,ACTIVE,Row 0
5731741,5731759,READING,
5731759,5731793,WRITING,
5731793,5731847,PRECHARGING,
5731847,5731886,ACTIVE,Row 0
5731886,5731913,WRITING,
5731913,5731989,READING,
5731989,5732035,PRECHARGING,
5732035,5733352,REFRESHING,
5733352,5733434,ACTIVE,Row 0
5733434,5733467,READING,
5733467,5733604,WRITING,
5733604,5733621,READING,
5733621,5733642,PRECHARGING,
5733642,5734104,REFRESHING,
5734104,5734121,ACTIVE,Row 0
5734121,5734172,WRITING,
5734172,5734194,PRECHARGING,
5734194,5734238,ACTIVE,Row 0
5734238,5734299,PRECHARGING,
5734299,5734776,REFRESHING,
5734776,5734797,ACTIVE,Row 0
5734797,5734829,READING,
5734829,5734847,WRITING,
5734847,5734919,PRECHARGING,
5734919,5735343,REFRESHING,
5735343,5735378,ACTIVE,Row 0
5735378,5735399,READING,
5735399,5735411,WRITING,
5735411,5735437,READING,
5735437,5735493,WRITING,
5735493,5735513,PRECHARGING,
5735513,5735534,ACTIVE,Row 0
5735534,5735574,WRITING,
5735574,5735689,PRECHARGING,
5735689,5736124,REFRESHING,
5736124,5736183,ACTIVE,Row 0
5736183,5736216,WRITING,
5736216,5736264,READING,
5736264,5736282,PRECHARGING,
5736282,5736339,ACTIVE,Row 0
5736339,5736392,PRECHARGING,
5736392,5736814,REFRESHING,
5736814,5736837,ACTIVE,Row 0
5736837,5736887,READING,
5736887,5736908,PRECHARGING,
5736908,5737377,REFRESHING,
5737377,5737403,ACTIVE,Row 0
5737403,5737431,READING,
5737431,5737445,WRITING,
5737445,5737536,READING,
5737536,5737554,PRECHARGING,
5737554,5737575,ACTIVE,Row 0
5737575,5737592,WRITING,
5737592,5737620,READING,
5737620,5737640,PRECHARGING,
5737640,5738508,REFRESHING,
5738508,5738541,ACTIVE,Row 0
5738541,5738705,WRITING,
5738705,5738747,READING,
5738747,5738781,PRECHARGING,
5738781,5738803,ACTIVE,Row 0
5738803,5739028,WRITING,
5739028,5739072,PRECHARGING,
5739072,5739546,REFRESHING,
5739546,5739573,ACTIVE,Row 0
5739573,5739646,READING,
5739646,5739665,PRECHARGING,
5739665,5739708,ACTIVE,Row 0
5739708,5739733,READING,
5739733,5739787,PRECHARGING,
5739787,5739807,ACTIVE,Row 0
5739807,5739873,READING,
5739873,5739908,WRITING,
5739908,5739968,READING,
5739968,5739987,WRITING,
5739987,5740005,READING,
5740005,5740076,WRITING,
5740076,5740143,READING,
5740143,5740210,PRECHARGING,
5740210,5740239,ACTIVE,Row 0
5740239,5740286,WRITING,
5740286,5740305,READING,
5740305,5740325,PRECHARGING,
5740325,5740758,REFRESHING,
5740758,5740793,ACTIVE,Row 0
5740793,5740827,READING,
5740827,5740858,PRECHARGING,
5740858,5740898,ACTIVE,Row 0
5740898,5740935,PRECHARGING,
5740935,5741368,REFRESHING,
5741368,5741413,ACTIVE,Row 0
5741413,5741449,PRECHARGING,
5741449,5743635,REFRESHING,
5743635,5743677,ACTIVE,Row 0
5743677,5743766,READING,
5743766,5743808,WRITING,
5743808,5743834,READING,
5743834,5743860,PRECHARGING,
5743860,5743901,ACTIVE,Row 0
5743901,5743923,WRITING,
5743923,5743950,READING,
5743950,5743997,PRECHARGING,
5743997,5744426,REFRESHING,
5744426,5744471,ACTIVE,Row 0
5744471,5744495,READING,
5744495,5744513,PRECHARGING,
5744513,5744570,ACTIVE,Row 0
5744570,5744590,WRITING,
5744590,5744607,READING,
5744607,5744648,WRITING,
5744648,5744665,READING,
5744665,5744684,PRECHARGING,
5744684,5744715,ACTIVE,Row 0
5744715,5744765,WRITING,
5744765,5744786,READING,
5744786,5744920,WRITING,
5744920,5744982,READING,
5744982,5745002,PRECHARGING,
5745002,5745038,ACTIVE,Row 0
5745038,5745063,WRITING,
5745063,5745119,PRECHARGING,
5745119,5745155,ACTIVE,Row 0
5745155,5745227,WRITING,
5745227,5745248,PRECHARGING,
5745248,5745677,REFRESHING,
5745677,5745698,ACTIVE,Row 0
5745698,5745723,READING,
5745723,5745743,PRECHARGING,
5745743,5745770,ACTIVE,Row 0
5745770,5745834,WRITING,
5745834,5745863,PRECHARGING,
5745863,5745882,ACTIVE,Row 0
5745882,5745964,READING,
5745964,5745979,WRITING,
5745979,5746005,READING,
5746005,5746015,WRITING,
5746015,5746044,READING,
5746044,5746102,WRITING,
5746102,5746176,PRECHARGING,
5746176,5747486,REFRESHING,
5747486,5747524,ACTIVE,Row 0
5747524,5747653,WRITING,
5747653,5747674,PRECHARGING,
5747674,5748110,REFRESHING,
5748110,5748146,ACTIVE,Row 0
5748146,5748177,WRITING,
5748177,5748267,PRECHARGING,
5748267,5748702,REFRESHING,
5748702,5748763,ACTIVE,Row 0
5748763,5748799,PRECHARGING,
5748799,5750166,REFRESHING,
5750166,5750205,ACTIVE,Row 0
5750205,5750265,PRECHARGING,
5750265,5750292,ACTIVE,Row 0
5750292,5750305,WRITING,
5750305,5750334,READING,
5750334,5750477,PRECHARGING,
5750477,5750916,REFRESHING,
5750916,5750933,ACTIVE,Row 0
5750933,5751032,READING,
5751032,5751065,PRECHARGING,
5751065,5751091,ACTIVE,Row 0
5751091,5751148,WRITING,
5751148,5751167,READING,
5751167,5751202,PRECHARGING,
5751202,5751231,ACTIVE,Row 0
5751231,5751255,READING,
5751255,5751273,WRITING,
5751273,5751304,PRECHARGING,
5751304,5751730,REFRESHING,
5751730,5751747,ACTIVE,Row 0
5751747,5751779,READING,
5751779,5751799,PRECHARGING,
5751799,5751822,ACTIVE,Row 0
5751822,5751847,WRITING,
5751847,5751864,READING,
5751864,5751881,PRECHARGING,
5751881,5751913,ACTIVE,Row 0
5751913,5751941,WRITING,
5751941,5751973,READING,
5751973,5751995,PRECHARGING,
5751995,5752062,ACTIVE,Row 0
5752062,5752101,READING,
5752101,5752121,WRITING,
5752121,5752150,READING,
5752150,5752171,PRECHARGING,
5752171,5752591,REFRESHING,
5752591,5752622,ACTIVE,Row 0
5752622,5752785,WRITING,
5752785,5752820,PRECHARGING,
5752820,5752861,ACTIVE,Row 0
5752861,5752883,PRECHARGING,
5752883,5753304,REFRESHING,
5753304,5753324,ACTIVE,Row 0
5753324,5753344,READING,
5753344,5753438,WRITING,
5753438,5753480,READING,
5753480,5753527,PRECHARGING,
5753527,5753545,ACTIVE,Row 0
5753545,5753581,READING,
5753581,5753643,PRECHARGING,
5753643,5754072,REFRESHING,
5754072,5754104,ACTIVE,Row 0
5754104,5754176,READING,
5754176,5754193,WRITING,
5754193,5754240,READING,
5754240,5754267,PRECHARGING,
5754267,5754699,REFRESHING,
5754699,5754738,ACTIVE,Row 0
5754738,5754812,WRITING,
5754812,5754866,PRECHARGING,
5754866,5754889,ACTIVE,Row 0
5754889,5754915,READING,
5754915,5754945,WRITING,
5754945,5755028,PRECHARGING,
5755028,5755052,ACTIVE,Row 0
5755052,5755088,WRITING,
5755088,5755157,READING,
5755157,5755174,WRITING,
5755174,5755199,READING,
5755199,5755238,WRITING,
5755238,5755259,PRECHARGING,
5755259,5755279,ACTIVE,Row 0
5755279,5755322,WRITING,
5755322,5755348,READING,
5755348,5755401,WRITING,
5755401,5755427,READING,
5755427,5755454,PRECHARGING,
5755454,5756369,REFRESHING,
5756369,5756439,ACTIVE,Row 0
5756439,5756489,PRECHARGING,
5756489,5756915,REFRESHING,
5756915,5756944,ACTIVE,Row 0
5756944,5756973,READING,
5756973,5757016,WRITING,
5757016,5757045,READING,
5757045,5757063,WRITING,
5757063,5757173,READING,
5757173,5757191,PRECHARGING,
5757191,5757248,ACTIVE,Row 0
5757248,5757288,READING,
5757288,5757364,PRECHARGING,
5757364,5758284,REFRESHING,
5758284,5758314,ACTIVE,Row 0
5758314,5758376,WRITING,
5758376,5758422,READING,
5758422,5758434,WRITING,
5758434,5758453,READING,
5758453,5758504,WRITING,
5758504,5758527,READING,
5758527,5758606,WRITING,
5758606,5758630,PRECHARGING,
5758630,5758670,ACTIVE,Row 0
5758670,5758697,READING,
5758697,5758716,PRECHARGING,
5758716,5758744,ACTIVE,Row 0
5758744,5758781,WRITING,
5758781,5758905,READING,
5758905,5758922,WRITING,
5758922,5758951,READING,
5758951,5758965,WRITING,
5758965,5758987,READING,
5758987,5759003,WRITING,
5759003,5759022,READING,
5759022,5759032,WRITING,
5759032,5759089,READING,
5759089,5759224,WRITING,
5759224,5759254,PRECHARGING,
5759254,5759280,ACTIVE,Row 0
5759280,5759382,READING,
5759382,5759398,WRITING,
5759398,5759436,READING,
5759436,5759467,WRITING,
5759467,5759484,PRECHARGING,
5759484,5759954,REFRESHING,
5759954,5759973,ACTIVE,Row 0
5759973,5760039,WRITING,
5760039,5760128,PRECHARGING,
5760128,5760548,REFRESHING,
5760548,5760593,ACTIVE,Row 0
5760593,5760613,WRITING,
5760613,5760631,READING,
5760631,5760647,WRITING,
5760647,5760667,READING,
5760667,5760687,PRECHARGING,
5760687,5761585,REFRESHING,
5761585,5761603,ACTIVE,Row 0
5761603,5761612,WRITING,
5761612,5761653,READING,
5761653,5761685,PRECHARGING,
5761685,5761746,ACTIVE,Row 0
5761746,5761836,WRITING,
5761836,5761899,READING,
5761899,5761924,WRITING,
5761924,5761986,PRECHARGING,
5761986,5762004,ACTIVE,Row 0
5762004,5762029,READING,
5762029,5762046,PRECHARGING,
5762046,5762074,ACTIVE,Row 0
5762074,5762091,READING,
5762091,5762124,WRITING,
5762124,5762303,READING,
5762303,5762368,PRECHARGING,
5762368,5763677,REFRESHING,
5763677,5763698,ACTIVE,Row 0
5763698,5763728,WRITING,
5763728,5763791,READING,
5763791,5763805,WRITING,
5763805,5763843,READING,
5763843,5763856,WRITING,
5763856,5763902,READING,
5763902,5763936,PRECHARGING,
5763936,5763965,ACTIVE,Row 0
5763965,5764012,READING,
5764012,5764025,WRITING,
5764025,5764052,READING,
5764052,5764073,PRECHARGING,
5764073,5764105,ACTIVE,Row 0
5764105,5764122,READING,
5764122,5764244,PRECHARGING,
5764244,5764309,ACTIVE,Row 0
5764309,5764326,PRECHARGING,
5764326,5764344,ACTIVE,Row 0
5764344,5764366,READING,
5764366,5764388,PRECHARGING,
5764388,5765259,REFRESHING,
5765259,5765302,ACTIVE,Row 0
5765302,5765345,PRECHARGING,
5765345,5765372,ACTIVE,Row 0
5765372,5765416,READING,
5765416,5765464,PRECHARGING,
5765464,5765494,ACTIVE,Row 0
5765494,5765551,WRITING,
5765551,5765578,READING,
5765578,5765609,PRECHARGING,
5765609,5767321,REFRESHING,
5767321,5767348,ACTIVE,Row 0
5767348,5767363,WRITING,
5767363,5767414,READING,
5767414,5767458,WRITING,
5767458,5767487,READING,
5767487,5767520,WRITING,
5767520,5767555,READING,
5767555,5767589,WRITING,
5767589,5767633,READING,
5767633,5767701,PRECHARGING,
5767701,5767744,ACTIVE,Row 0
5767744,5767762,WRITING,
5767762,5767790,PRECHARGING,
5767790,5767830,ACTIVE,Row 0
5767830,5767857,PRECHARGING,
5767857,5768716,REFRESHING,
5768716,5768751,ACTIVE,Row 0
5768751,5768787,WRITING,
5768787,5768883,PRECHARGING,
5768883,5768906,ACTIVE,Row 0
5768906,5768942,WRITING,
5768942,5769013,READING,
5769013,5769028,WRITING,
5769028,5769051,READING,
5769051,5769096,PRECHARGING,
5769096,5769128,ACTIVE,Row 0
5769128,5769156,READING,
5769156,5769185,WRITING,
5769185,5769224,READING,
5769224,5769262,PRECHARGING,
5769262,5769283,ACTIVE,Row 0
5769283,5769305,WRITING,
5769305,5769329,PRECHARGING,
5769329,5769347,ACTIVE,Row 0
5769347,5769370,READING,
5769370,5769396,PRECHARGING,
5769396,5769413,ACTIVE,Row 0
5769413,5769491,READING,
5769491,5769545,WRITING,
5769545,5769691,READING,
5769691,5769700,WRITING,
5769700,5769759,READING,
5769759,5769789,WRITING,
5769789,5769808,PRECHARGING,
5769808,5769862,ACTIVE,Row 0
5769862,5769882,READING,
5769882,5769904,PRECHARGING,
5769904,5770768,REFRESHING,
5770768,5770796,ACTIVE,Row 0
5770796,5770848,WRITING,
5770848,5770897,READING,
5770897,5770912,WRITING,
5770912,5770933,READING,
5770933,5770979,PRECHARGING,
5770979,5771889,REFRESHING,
5771889,5771935,ACTIVE,Row 0
5771935,5771971,READING,
5771971,5772019,WRITING,
5772019,5772064,READING,
5772064,5772097,PRECHARGING,
5772097,5773414,REFRESHING,
5773414,5773433,ACTIVE,Row 0
5773433,5773442,WRITING,
5773442,5773461,READING,
5773461,5773497,PRECHARGING,
5773497,5773530,ACTIVE,Row 0
5773530,5773558,READING,
5773558,5773586,PRECHARGING,
5773586,5774874,REFRESHING,
5774874,5774926,ACTIVE,Row 0
5774926,5774945,PRECHARGING,
5774945,5775799,REFRESHING,
5775799,5775838,ACTIVE,Row 0
5775838,5775861,PRECHARGING,
5775861,5775893,ACTIVE,Row 0
5775893,5775911,READING,
5775911,5775938,PRECHARGING,
5775938,5775968,ACTIVE,Row 0
5775968,5776016,READING,
5776016,5776084,PRECHARGING,
5776084,5776111,ACTIVE,Row 0
5776111,5776125,WRITING,
5776125,5776143,READING,
5776143,5776171,PRECHARGING,
5776171,5777923,REFRESHING,
5777923,5777942,ACTIVE,Row 0
5777942,5777995,READING,
5777995,5778025,WRITING,
5778025,5778051,READING,
5778051,5778078,WRITING,
5778078,5778120,PRECHARGING,
5778120,5778560,REFRESHING,
5778560,5778621,ACTIVE,Row 0
5778621,5778672,WRITING,
5778672,5778702,READING,
5778702,5778743,WRITING,
5778743,5778827,READING,
5778827,5778869,PRECHARGING,
5778869,5779335,REFRESHING,
5779335,5779382,ACTIVE,Row 0
5779382,5779445,WRITING,
5779445,5779483,READING,
5779483,5779508,PRECHARGING,
5779508,5779526,ACTIVE,Row 0
5779526,5779549,WRITING,
5779549,5779584,READING,
5779584,5779603,PRECHARGING,
5779603,5779628,ACTIVE,Row 0
5779628,5779658,WRITING,
5779658,5779677,READING,
5779677,5779718,PRECHARGING,
5779718,5781086,REFRESHING,
5781086,5781121,ACTIVE,Row 0
5781121,5781200,WRITING,
5781200,5781282,READING,
5781282,5781331,PRECHARGING,
5781331,5781379,ACTIVE,Row 0
5781379,5781398,PRECHARGING,
5781398,5781415,ACTIVE,Row 0
5781415,5781486,READING,
5781486,5781507,PRECHARGING,
5781507,5781526,ACTIVE,Row 0
5781526,5781559,WRITING,
5781559,5781579,READING,
5781579,5781613,PRECHARGING,
5781613,5782470,REFRESHING,
5782470,5782496,ACTIVE,Row 0
5782496,5782619,READING,
5782619,5782639,PRECHARGING,
5782639,5782680,ACTIVE,Row 0
5782680,5782698,WRITING,
5782698,5782730,PRECHARGING,
5782730,5784437,REFRESHING,
5784437,5784471,ACTIVE,Row 0
5784471,5784498,WRITING,
5784498,5784519,READING,
5784519,5784552,WRITING,
5784552,5784594,READING,
5784594,5784624,WRITING,
5784624,5784643,READING,
5784643,5784682,PRECHARGING,
5784682,5785528,REFRESHING,
5785528,5785546,ACTIVE,Row 0
5785546,5785582,WRITING,
5785582,5785602,PRECHARGING,
5785602,5786068,REFRESHING,
5786068,5786110,ACTIVE,Row 0
5786110,5786133,PRECHARGING,
5786133,5786151,ACTIVE,Row 0
5786151,5786178,WRITING,
5786178,5786225,PRECHARGING,
5786225,5787658,REFRESHING,
5787658,5787690,ACTIVE,Row 0
5787690,5787708,WRITING,
5787708,5787726,READING,
5787726,5787744,WRITING,
5787744,5787771,PRECHARGING,
5787771,5787816,ACTIVE,Row 0
5787816,5787842,WRITING,
5787842,5787916,PRECHARGING,
5787916,5790059,REFRESHING,
5790059,5790086,ACTIVE,Row 0
5790086,5790123,WRITING,
5790123,5790173,PRECHARGING,
5790173,5790604,REFRESHING,
5790604,5790658,ACTIVE,Row 0
